Text,Text Number,License,Text By,Translation By,Language,File Name,Source,ISO639-3,Script,Parallel ID,Story Category
"All the guests agreed that it was the best wedding entertainment
ever known in Malealea.
""Oh you are so lucky!"" Refiloe said to her chickens as she put them
into their coop for the night, ""Mme says that she will never put you
in the supper pot.""
""But look how dirty you are again,"" she told them, ""I think I'll have
to give you another wash tomorrow!""",17,CC-BY,Marion Drew,,en,0202_refiloe-and-the-washed-chickens.md,global-asp/asp-source,eng,Latn,asp_0202,asp
"Illustrators: Sanjay Sarkar, Suvidha Mistry

Once upon a time, there was a girl who always feared making friends. Sheela was very shy and made no new friends.

Her teacher informed Sheela's mother Vishali about her lack of friends. Her mother became worried that she would be friendless when she grew up.

One day, Sheela's mother Vishali decided to visit her sister's house in the forest.

Sheela's Aunt Rupali was a medicine woman and had a cure for all kinds of health and relationship troubles.

Vishali and Sheela reached the medicine woman Rupali's hut. But the hut was empty. Vishali told Sheela that she would go search for her sister.

Sheela was very tired from walking and begged to stay in the hut to rest awhile.

Vishali sliently left her sleeping as per her sister's instructions. Sheela fell asleep on a divan near the huge mirror.

In her foggy mind, Sheela heard someone sobbing softly. A little worried and anxious, Sheela got up and looked around to find the person who was crying.",0,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"All of a sudden, Sheela sensed someone was staring at her. She looked around to find out who it was but found nothing.

As she was intending to give up, she saw her image wink at her from the huge mirror.

The image in the mirror did not imitate her actions as mirror should. But it behaved rather in a weird fashion. She tried to hide and peep but it continued to stare at her.

Sheela meekly asked, “Wwwho are you?”

“I'm your shadow, Leela,” said Sheela's image.

“Leela, I never heard of you and I don't speak to strangers,” retorted Sheela and started to run away from the hut.

Sheela began to cry hard and her shadow cried harder than her.",1,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"Out of fear Sheela started shouting her mother's name and her shadow Leela too followed her calling out Sheela's mother's name.

Sheela got really vexed with her Shadow Leela. But she also found out that she has wandered into the forest and has lost her way.",2,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"Sheela turned back to her Shadow Leela and asked her if she knew the way back. Shadow Leela jumped with joy and said that she knew of game which can take them back her Aunt Rupali's hut.

So Sheela and Leela started in slow progress to play. Soon Sheela totally forgot her shyness and became engrossed in the game.",3,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"After a while, Sheela realized that, they had still not reached the hut. Shadow Leela suggested that they dance their way back to the hut.

Both started to dance their best traditional moves hoping to get back to Aunt Rupali's hut as early as possible.",4,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"By now Sheela was totally frightened and unable to remain brave. She expressed her fear to her new Shadow Friend Leela.

Leela suggest that they climb up the tree to find out where her aunt's hut was situated.

Once they climbed up the tree, both forgot about searching for their aunt's hut began enjoying the view.",5,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"When it became dark, both climbed down and began thinking of how they would reach Rupali's hut.

Sheela spotted a parrot and asked for her help. The Parrot agreed to help her if she gave her little nose stone.

Sheela immediately agreed the parrot showed her the way to her Rupali's hut.",6,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"Once they reached the hut the parrot left with his reward for showing the way. Sheela and her Shadow Leela were overjoyed to reach safely the hut.

In a short time, Sheela realized that she could make friends, if she let herself enjoy the moments of friendship building. In great joy Sheela hugged her Shadow Leela and said, ""Leela you are my best friend in the world.""",7,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"Shadow Leela said smilingly, “It is not difficult to make friends after all.” Sheela agreed.

Then suddenly, Shadow Leela turned into Aunt Rupali. Surprised Sheela understood the value of making friends that her aunt taught her. Meanwhile, Sheela found her mother waiting in the herb sorting room. Then both went home happily.",8,CC-BY,Srividya Suryanarayanan,,en,0202_sheela-learns-to-make-friends.md,global-asp/pb-source,eng,Latn,pb_0202,pb
"The Winter cold had passed.

Spring was coming to Nkanyezi's village.

Soon the villagers would gather to celebrate the new season. Nkanyezi looked forward to the Spring festival more than any other day in the year.",0,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"One warm morning, Nkanyezi overheard two village elders talking about the festival.""The people of Ndlovu have lost their spirit of celebration,"" one sighed.""How can we have a Spring festival in a village that has forgotten how to celebrate?"" asked another.",1,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"Nkanyezi was worried.""How will the sun shine again unless we sing to wake it from its winter slumber?"" she asked herself.

Nkanyezi thought for a long time.""I must find what we have lost,"" she decided.""I must go in search of things that will bring back the spirit of celebration to my village.""",2,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"The elders gave Nkanyezi their blessing for the journey. They gave her a bag to carry the things she would find.

Nkanyezi was afraid, but she believed she would succeed.",3,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"Nkanyezi walked all day. She hiked up a hill, and down into a valley. She sailed across the great river, and climbed between sharp rocks. She marched across the plains until she reached the shadow of the red mountains.",4,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"As night was closing in, Nkanyezi arrived at a village of patterns and colours as she had never seen before. She told the village elders about her journey to bring back the spirit of celebration to her people.

The mother of this tribe gave Nkanyezi a gift. She told the girl, ""With love we give to you this paint to restore colour to a village that has gone dull.""

Nkanyezi thanked the elders and put the paint in her bag.

Early the next morning she went on her way, excited with this gift of colour.",5,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"Nkanyezi walked all day, through a vast forest of giant trees. As the sky became too dark for her to see, she heard the sound of beating drums. She hurried towards the drumming, feeling the spirit of dance coming to her tired feet.",6,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"Nkanyezi found herself in the village of the Bhubezi. People were sitting around a fire, drumming and singing. She had never before heard such wonderful music.

She told the village elders about her journey to bring back the spirit of celebration to her people. The Bhubezi invited her to rest and stay the night.",7,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"In the morning the chief called on Nkanyezi.""My child,"" he said, ""here is a special drum. It plays a new song every time you beat it.""

Nkanyezi thanked the elders and put the drum in her bag. She went on her way again, delighted with this gift of music and dance.",8,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"On the third day of her journey, as she a passed a field of fat cows, her nose started to tingle. An aroma tickled her taste buds and her mouth started to water. She followed the scent, and arrived in a village to find people standing over steaming pots of stew.

This tribe was famous for its feasts and Nkanyezi had never before tasted such flavours. After she had eaten her fill, she told the village elders about her journey to bring back the spirit of celebration to her people.",9,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"The next day, the council of cooks gave her a secret spice blend.""Our daughter,"" they said, ""with these spices, happy tummies are guaranteed! We give you the gift of good food.""

Nkanyezi thanked the elders and put the spices in her bag.

She knew she had everything she needed. With new energy she started the long journey back to the village of Ndlovu.",10,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"When she arrived home the villagersgathered around her to hear of heradventures. She told them the talesof what she had seen, heard, andeaten.

Then she opened her bag toshare the gifts given. The villagersrejoiced to receive these treasures.

The generosity of others and the courage of Nkanyezi brought back colour,song and dance to the people.

And so the spirit of celebration was restored to the village of Ndlovu.",11,CC-BY,Mosa Mahlaba,,en,0203_searching-spirit-spring.md,global-asp/asp-source,eng,Latn,asp_0203,asp
"Latika , Vidvath and Shubhi were very excited to know that they would go to Gudi Gudi on a vacation.",0,CC-BY,Kanti Jadia,,en,0203_the-train-journey.md,global-asp/pb-source,eng,Latn,pb_0203,pb
"Shubhi and Latika had brought some fruits , but feared that the ants will eat them. Vidvath brought his paratha along as well.",1,CC-BY,Kanti Jadia,,en,0203_the-train-journey.md,global-asp/pb-source,eng,Latn,pb_0203,pb
Everyone happily went to the station along with Mummy and Papa. The porter took the luggage along,2,CC-BY,Kanti Jadia,,en,0203_the-train-journey.md,global-asp/pb-source,eng,Latn,pb_0203,pb
"Vidvath , Latika and Shubhi sat on their seats. They had the vegetables and fruits as well which they had brought. Everybody had a great lunch.",3,CC-BY,Kanti Jadia,,en,0203_the-train-journey.md,global-asp/pb-source,eng,Latn,pb_0203,pb
The train was going over the bridge. Vidvath was very happy to see the water below in the river.,4,CC-BY,Kanti Jadia,,en,0203_the-train-journey.md,global-asp/pb-source,eng,Latn,pb_0203,pb
"Once Shubhi , Latika and Vidvath reached the train station , they went further to the mountains in a bus.",5,CC-BY,Kanti Jadia,,en,0203_the-train-journey.md,global-asp/pb-source,eng,Latn,pb_0203,pb
"Once upon a time there lived an
elderly woman who always
wanted a child.",0,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"The woman took the best clay soil she could find and
started to make a girl.",1,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"The girl who was made of mud
then turned into a real human
girl.",2,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"The elderly woman was very
happy.
She named the girl Akatope.
She loved Akatope very much.",3,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"Akatope was warned by her
elderly mother not to come out
of the hut but she would not
listen.
Whenever her mother was not
aware, Akatope would sneak
out to play with the other
children.",4,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"One day as Akatope was out
playing with the other children,
it began to rain hard.",5,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"The other children ran to their
huts but as Akatope ran to hers,
her legs started to dissolve.
She hunched over and sat down
between bushes.",6,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"The other children told their
parents what had happened to
Akatope.
They were very sad and
shocked.",7,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"When the elderly woman heard
what had happened to her only
child, she cried for many days.
The villagers who visited her,
decided to bring another little
girl who had been orphaned to
take the place of Akatope.",8,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"But that was not necessary.
A big surprise awaited the elderly woman!",9,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"Few days after the orphan girl
had been welcomed to the
elderly woman's home, there
was a gentle knock on the door.",10,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"""Who could that be,"" the elderly
woman wondered.
When she opened the door, she
could not contain her joy.",11,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"Akatope had come home.
But she was tired and sick.",12,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"Akatope's elderly mother sold
everything she owned.
She used the money to treat
Akatope.
Akatope grew up to be the most
beautiful girl in the village.",13,CC-BY,Alice Kapolondo,,en,0204_akatope.md,global-asp/asp-source,eng,Latn,asp_0204,asp
"It was a beautiful summer day in the Forest-By-The-Sea in the glorious land of Somewheristan. Whales danced in the waves, singing to each other. Sea lions, their smooth brown bodies glistening in the sun, played peek-a-boo with the noisy seagulls, barking and scolding.

Every creature in the Forest was happy, happy, happy.",0,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
"Excuse me! you say. That can't be true. There's NEVER a time when EVERY creature ANYwhere is happy, happy, happy.

Hmmm. Maybe you're right. Maybe not EVERY creature was happy. This journalist bear, for instance.

In this picture, Bear is trying to smile, but he has a great sorrow. He simply cannot find a ‘BREAKING NEWS' story. He even sent Bird to look - because Bird moves faster and sees better - but Bird came back with nothing.",1,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
"‘BREAKING NEWS' stories are about anger and fear and hate and greed, and there was none of that in the Forest. Everything was happy, happy, happy.

A journalist bear without a ‘BREAKING NEWS' story doesn't deserve to be a journalist bear, thought Bear sadly to himself. He should be a Waiter Bear, or a Sweeper Bear, or a Telephone Voice Bear, saying, ‘Please check the number you have dialled', or ‘Kindly wait - you are in a queue'.",2,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
"He packed his things and started walking to the bus-stop, when Singing Sardarji popped out from behind a tree.",3,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
"“Arrey oh Journalist Bear!” said Sardarji. “Going somewhere?”

“Don't call me that or I will cry,” said Bear, and told Sardarji he was leaving to become a Telephone Voice Bear.

“Don't be such a silly bear, Bear!” scolded Sardarji. He pulled out a guitar and began to sing.

“If Tweety birds stop tweeting,

and Hooty Owls stop hooting,

the world would be a sad playyyy-ce,

don't you see?”",4,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
"“Don't you seeeeeeee?” sang the Tweety Birds and the Hooty Owls.

“If Singing Sardarjis don't,

and Journalist Bears won't,

the world would be a bad playyyyy-ce, don't you see?” sang Sardarji.",5,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
"“I do enjoy being a Journalist Bear,” Bear said sadly. “I do love finding out things, and talking to people, and writing their stories, but I also do NOT have a ‘BREAKING NEWS' story, which means...”

‘A-HA!' said Singing Sardarji.

“What?” said Bear, puzzled.

“You like finding out things! And talking to people! And writing their stories! You are a Journalist Bear, Bear, but you have the soul of a... drumroll please... Writer Bear!”",6,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
"Bear beamed. Sardarji was right! He really WAS a Writer Bear.

“Tell you what, Bear,” Sardarji went on, “let's travel the world, you and I. I will sing, and you, Bear, will write. Not 'BREAKING NEWS' stories - no one remembers those after three days, anyway - but real stories of real people, stories that will never grow old.”

“Hurray!” said Bear.",7,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
"And that was how Writer Bear and Singing Sardarji set out to explore the world.

Everywhere they went, Sardarji sang to the people, and Bear listened to them. Over time, Bear wrote many, many stories. Happy stories that made people cry, funny stories that made them think, sad stories that made them hope, and scary stories that made them laugh.

And Storyweavers all over the world picked up the long, strong, shining threads of Bear's stories, and wove them into new and wonderful stories for all of us to enjoy.",8,CC-BY,Roopa Pai,,en,0204_the-story-of-stories.md,global-asp/pb-source,eng,Latn,pb_0204,pb
Little Golu was roaming in a jungle with a magic torch in his hand. Golu always wanted to become a detective.,0,CC-BY,Swetapadma Satpathy,,en,0205_golu-detective.md,global-asp/pb-source,eng,Latn,pb_0205,pb
Suddenly he saw red colored umbrellas in the jungle. They were very big in size.,1,CC-BY,Swetapadma Satpathy,,en,0205_golu-detective.md,global-asp/pb-source,eng,Latn,pb_0205,pb
"Golu went near the red umbrellas. And look what he found with his magic torch?

A cute little girl.",2,CC-BY,Swetapadma Satpathy,,en,0205_golu-detective.md,global-asp/pb-source,eng,Latn,pb_0205,pb
She was lost in the jungle while playing. So she was very sad.,3,CC-BY,Swetapadma Satpathy,,en,0205_golu-detective.md,global-asp/pb-source,eng,Latn,pb_0205,pb
Golu promised her to take her back home. And they became good friends,4,CC-BY,Swetapadma Satpathy,,en,0205_golu-detective.md,global-asp/pb-source,eng,Latn,pb_0205,pb
I am Ana Maria Namata,0,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
My dad is Mr. Agaba Ali.,1,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
"My mum is Ananga
Asha. She cares and
loves so much.",2,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
Dad wants apples and ants.,3,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
Apples and ants are sweet.,4,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
Angela and Agatha play with toy cats and rabbits.,5,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
Male is a tall man.,6,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
Apples are packed in a basket.,7,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
"Namata, Cathy, Sara,
Ali and Aba sat
together.",8,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
"Mummy taught me
words with sound Aa",9,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
"Namagala is a prayerful
girl.",10,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
"Asaba and Akello learnt about a
train.",11,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
Sound Aaa i will never forget you.,12,CC-BY,"Cissy Namugerwa, Ritah Katetemera",,en,0205_sound-aaa.md,global-asp/asp-source,eng,Latn,asp_0205,asp
"A crocodile has big
teeth.",0,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0206_teeth.md,global-asp/asp-source,eng,Latn,asp_0206,asp
"A lion has big teeth as
well.",1,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0206_teeth.md,global-asp/asp-source,eng,Latn,asp_0206,asp
A cow has strong teeth.,2,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0206_teeth.md,global-asp/asp-source,eng,Latn,asp_0206,asp
Birds do not have teeth.,3,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0206_teeth.md,global-asp/asp-source,eng,Latn,asp_0206,asp
"Rats have big front
teeth.",4,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0206_teeth.md,global-asp/asp-source,eng,Latn,asp_0206,asp
"Sharks have sharp
teeth.",5,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0206_teeth.md,global-asp/asp-source,eng,Latn,asp_0206,asp
"I used to have a lot of
teeth.",6,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0206_teeth.md,global-asp/asp-source,eng,Latn,asp_0206,asp
"But now I don't have
many.",7,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0206_teeth.md,global-asp/asp-source,eng,Latn,asp_0206,asp
"This story happened during the great famine in Rajasthan. The village farmlands all over the state looked like wide spans of desert under the cloudless sky. The Villagers of Jaisalmer were not sure how to bring rain in their part of the village. Even the Traditional Folklore Singer couldn't bring blessings of rain with his heart-moving songs.

Eventually, the Folklore Singer decided to travel to the haunted village of Kuldhara to get the help of his Master's spirit.

Early next day, the Singer started from his village. He was confident that his wise Master would have a solution for his village's rain

problems. He was willing to face any challenge to find a solution.

After walking many miles, the Singer saw an object growing big slowly as he walked towards it. When he was close enough, he found a huge bone.

Now the Singer was greatly puzzled as to which animal it could possibly be to have such a huge skeleton. He then remembered his Master teaching him a folklore song that brought dead animals to life.

So he began singing with great joy and soon with each dip and fall of his song the bones got their life back. Almost at the end of the song

the huge bone structure turned to be a creature from the ancient past.

The creature was a Dinosaur which looked at him with wide-eyed wonder. The Singer was happy to bring life to the Dinosaur. Now that his work was done, he decided to walk his way to Kuldhara to meet his Master.

As he walking away, he heard the loud thumping of the Dinosaur's feet following him. He turned to the creature and said that he should go his way where ever he wishes to go.

But the creature would just smile at

him and lick his face. The Singer understood the creature is going to follow him all his way. In the end, he decided maybe he could show this creature to his Master after all and took him along with him.

The odd pair of the Singer and Dinosaur made their way toward Kuldhara. On the way the Singer would sing a few songs to keep him entertained and the Dinosaur would shake his head and tail keeping with the song's rhythm.

Soon they reached Kuldhara at night fall. The Singer walked to his Master's house. At the house, the door opened and all their needs were magically taken care.

That night, the Singer placed all the offering that he brought with him at his Master's prayer room altar and awaited his arrival. At the stroke of midnight the Master appeared before the Singer.

The Singer bowed before his Master's spirit and asked him for help to solve the rain problem of his village. The Master smiled and said, “You have travelled far, so rest a while. We will talk later tomorrow.”

“Master I even tried the rain song folklore too. Yet nothing happened and my people are thinking of leaving the village, please help me master,” cried the Singer in desperation.

“I did tell you that we will talk later. So don't worry, your answers will be with you in the morning,” said the Master's spirit.

The Singer as per his Master's command slept in house and the next day was getting ready to leave, when he heard someone singing off tune. He searched for the person singing so off-key.

A huge surprise waited for the Singer because the off-tune song was sung by the Dinosaur. The Dinosaur on seeing the Singer immediately stopped singing and said, “Did I disturb you?”

“You sounded a little off-key but you

have a nice voice though,” said the Singer not wishing to hurt the creature's feelings.

“Do you think that I can learn to sing?” asked the Dinosaur.

The Singer thought of the years of practice that goes into learning to sing. He didn't want to discourage the Dinosaur, so he said, “Yes, you can but you need to be dedicated to singing.”

The Singer visited his Master's prayer room altar and took his leave. He found a new rain song folklore wound with a red silken cloth.

The Singer read through it and thanked his Master for helping him with a new rain song. He was now had a plan of learning the song and making it rain in his village.

As the odd pair of the Singer and Dinosaur walked towards Jaisalmer, the Singer kept practicing the song on the way. The Dinosaur listened attentively to the song and kept time with his stomping.

By half the way, the Singer had learned the song as per his Master's notation. So he decided that he would sing it once to see if he got it right.

As he was singing, the cloud began

to crowd in and they seemed to be ready to rain. When the Singer looked out with hope the rain bearing cloud dispersed without showering rain. The Singer was greatly disappointed.

By then, the Singer and Dinosaur had reached traveling nomad's camp and joined them to rest for the night.

Once the camp members and the Singer had gone to bed for the night, the Dinosaur began his practice of his new song that he had been learning from listening to the Singer.

At one of the high pitches of the

song, the sleeping Singer woke up and heard the Dinosaur sing the rain song off-keys.

The Singer remembered the time when his Master had spoken about rainmaking songs. “The best rain songs are those that are sung as a duet!”

“Maybe this was the solution that Master has been hinting to me so long,” thought the Singer.

For the reminder of the way the Singer taught the Dinosaur how to sing the rain making song in tune. When they reached Jaisalmer the whole village was frightened of the huge Dinosaur.

But the Singer pacified them and told them it was a gentle and harmless creature who can sing. He also told them that he found a solution for making rain with his singing Dinosaur friend.

When the villagers heard that the Dinosaur could help with bringing rain, then, they began laughing and mocking them.

Just to prove the villager wrong and to strengthen his faith in his new found friend, the Singer decided to sing the rain song as a duet.

The unusual combination of the Singer and the Dinosaur's rain song moved the sky

so much that the rain bearing clouds gathered and there fell huge showers of rain with lightening. The rain drenched the village with life-giving water and it was the best reward from the sky to earth for the soul-moving rain song duet.

Soon both the Singer and the Dinosaur became famous as a rain making songster pair. So whenever there was a need for rain this pair of odd singers would visit the village and sing their duet to make the sky reward them with showers of rain.

- The End -",0,CC-BY,Srividya Suryanarayanan,,en,0206_the-duet-of-rainmakers.md,global-asp/pb-source,eng,Latn,pb_0206,pb
"Cooozzzz... Cooozzzssss....

What is this strange noise?

Is it the sound of the red car racing towards me or the new big train making its rounds?

No.. Over Amma's high pitched voice, it was the milk boiler and pressure cooker singing a tune together!

It could only mean one thing.
It is morning already!!!

“Kutti wake up! It's getting late for school!”

I heard amma's voice from the kitchen.

Kutti opened his eyes unwillingly to a bright room.

He searched for the bed sheet his mother had carefully removed, forcing him to wake up.

“Kutti, Head to the bathroom before amma discovers you are still in bed!” said appa.",0,CC-BY,Kalyani Radhakrishnan,,en,0207_no-tricking-kutti.md,global-asp/pb-source,eng,Latn,pb_0207,pb
"As Kutti headed to the bath room to brush his teeth, he tried to makes sense of how it can be morning so soon.

“Appa, how many minutes are there for evening to become morning?” asked Kutti slowly sipping his milk.

Before appa could explain, amma frisked him away to get him ready to school.",1,CC-BY,Kalyani Radhakrishnan,,en,0207_no-tricking-kutti.md,global-asp/pb-source,eng,Latn,pb_0207,pb
"On the way to school, Kutti met his best friend Cheenu.

“Cheenu, you remember the day when Mottu promised to let us play with his video games as long as we wanted? But he took it away from us as we were about to win?” Asked Kutti.

“Of course... Bad Mottu.. Wait till I bring those ghee murukku's that Mottu is so fond of!!” planned Cheenu with a mischievous grin on his face.

“Listen da, Cheenu. I think someone else is also playing similar tricks on us” said Kutti sounding worried.“Only it is someone big and powerful”.

“Who, da?” asked Cheenu looking serious.

Kutti whispered unsure of his answer “Hmm. You know, someone who has lot of power and can do magic.. Someone like God....”",2,CC-BY,Kalyani Radhakrishnan,,en,0207_no-tricking-kutti.md,global-asp/pb-source,eng,Latn,pb_0207,pb
"All evening, kutti felt restless.

Is God really tricking me?

He remembered going to bed the previous night and having a game of racing cars over his pillows.

Then started the tickle fight with appa, until amma switched off the lights. He then remembered listening to the funny story of the donkey and the fox.

“What happened next? How could it be morning so soon after going to bed?” he wondered.

That night he declared that he was going to sleep with thatha unmindful of the protests from appa and amma. As expected, thatha helped him win the battle and he settled down to get cozy in

thatha's warm bed.",3,CC-BY,Kalyani Radhakrishnan,,en,0207_no-tricking-kutti.md,global-asp/pb-source,eng,Latn,pb_0207,pb
"“Thatha, like appa and amma listen to you, does papa God listen to Grandpa God?” Asked Kutti.

Thatha somehow found all of Kutti's questions to be funny. After a big laugh, he said God must be pretty sure of things God does and may not need supervision unlike us.

“But thatha, explained kutti, God has got his timings all wrong. He is not calculating the change from night to morning well”.

With a warm smile and reassuring nod, thatha said that this is one place where Math skills will help.

He explained the concepts of seconds, minutes and hours to Kutti. He also told Kutti to take note of the time in the night and check the clock the first thing in the morning. Reassured, Kutti slept happily.",4,CC-BY,Kalyani Radhakrishnan,,en,0207_no-tricking-kutti.md,global-asp/pb-source,eng,Latn,pb_0207,pb
"The next morning before appa could snooze the alarm which was ringing loud, Kutti was on his feet rushing out of the bedroom.

He ran to the clock and to his surprise noticed that the clock's hands had moved and were pointing to different numbers since the previous night!!

Thatha was right!

Kutti felt happy and reassured that God was not cheating after all!

He was busy planning his next move when he heard appa say “How does he know to wake up so early on a Saturday!”",5,CC-BY,Kalyani Radhakrishnan,,en,0207_no-tricking-kutti.md,global-asp/pb-source,eng,Latn,pb_0207,pb
